ModbusRTU;Inverter;DELTA;Sunspec Light
1;3;40000_2;STRING;;SunS;;1.0;0.0;;4
2;3;40002;U16;;Common_ID;;1.0;0.0;;4
3;3;40003;U16;;Common_L;;1.0;0.0;;4
4;3;40004_16;STRING;;Manufacturer;;1.0;0.0;;4
5;3;40020_16;STRING;;Model;;1.0;0.0;;4
6;3;40036_8;STRING;;Options;;1.0;0.0;;4
7;3;40044_8;STRING;;Version;;1.0;0.0;;4
8;3;40052_16;STRING;;Serial Number;;1.0;0.0;;4
9;3;40068;U16;;Device Address;;1.0;0.0;;4
10;3;40069;U16;;pad;;1.0;0.0;;4
11;3;40070;U16;;ID;;1.0;0.0;;4
12;3;40071;U16;;L;;1.0;0.0;;4
13;3;40072;U16;;A;;1.0;0.0;A;4
14;3;40073;U16;;AphA;;0.01;0.0;A;4
15;3;40074;U16;;AphB;;0.01;0.0;A;4
16;3;40075;U16;;AphC;;0.01;0.0;A;4
17;3;40076;I16;;A_SF;;1.0;0.0;;4
18;3;40077;U16;;PPVphAB;;1.0;0.0;V;4
19;3;40078;U16;;PPVphBC;;1.0;0.0;V;4
20;3;40079;U16;;PPVphCA;;1.0;0.0;V;4
21;3;40080;U16;;PhVphA;;0.1;0.0;V;4
22;3;40081;U16;;PhVphB;;0.1;0.0;V;4
23;3;40082;U16;;PhVphC;;0.1;0.0;V;4
24;3;40083;I16;;V_SF;;1.0;0.0;;4
25;3;40084;I16;;W;;10.0;0.0;W;4
26;3;40085;I16;;W_SF;;1.0;0.0;;4
27;3;40086;U16;;Hz;;0.01;0.0;Hz;4
28;3;40087;I16;;Hz_SF;;1.0;0.0;;4
29;3;40088;I16;;VA;;10.0;0.0;VA;4
30;3;40089;I16;;VA_SF;;1.0;0.0;;4
31;3;40090;I16;;VAr;;10.0;0.0;var;4
32;3;40091;I16;;VAr_SF;;1.0;0.0;;4
33;3;40092;I16;;PF;;0.01;0.0;Pct;4
34;3;40093;I16;;PF_SF;;1.0;0.0;;4
35;3;40094;I32;;WH;;0.01;0.0;kWh;4
36;3;40096;I16;;WH_SF;;1.0;0.0;;4
37;3;40097;U16;;DCA;;1.0;0.0;A;4
38;3;40098;I16;;DCA_SF;;1.0;0.0;;4
39;3;40099;U16;;DCV;;1.0;0.0;V;4
40;3;40100;I16;;DCV_SF;;1.0;0.0;;4
41;3;40101;I16;;DCW;;1.0;0.0;W;4
42;3;40102;I16;;DCW_SF;;1.0;0.0;;4
43;3;40103;I16;;TmpCab;;1.0;0.0;C;4
44;3;40104;I16;;TmpSnk;;1.0;0.0;C;4
45;3;40105;I16;;TmpTrns;;1.0;0.0;C;4
46;3;40106;I16;;TmpOt;;1.0;0.0;C;4
47;3;40107;I16;;Tmp_SF;;1.0;0.0;;4
48;3;40108;U16;;St;;1.0;0.0;;8
49;3;40109;U16;;StVnd;;1.0;0.0;;4
50;3;40110;U32;;Evt1;;1.0;0.0;;4
51;3;40112;U32;;Evt2;;1.0;0.0;;4
52;3;40114;U32;;EvtVnd1;;1.0;0.0;;4
53;3;40116;U32;;EvtVnd2;;1.0;0.0;;4
54;3;40118;U32;;EvtVnd3;;1.0;0.0;;4
55;3;40120;U32;;EvtVnd4;;1.0;0.0;;4
56;3;40728;U16;;ID;;1.0;0.0;;4
57;3;40729;U16;;L;;1.0;0.0;;4
58;3;40730;I16;;DCA_SF;;1.0;0.0;;4
59;3;40731;I16;;DCV_SF;;1.0;0.0;;4
60;3;40732;I16;;DCW_SF;;1.0;0.0;;4
61;3;40733;I16;;DCWH_SF;;1.0;0.0;;4
62;3;40734;U32;;Evt;;1.0;0.0;;4
63;3;40736;U16;;N;;1.0;0.0;;4
64;3;40737;U16;;TmsPer;;1.0;0.0;;4
65;3;40738;U16;;ID;;1.0;0.0;;4
66;3;40739_8;STRING;;IDStr;;1.0;0.0;;4
67;3;40747;U16;;DCA;;0.01;0.0;A;4
68;3;40748;U16;;DCV;;0.1;0.0;V;4
69;3;40749;U16;;DCW;;1.0;0.0;W;4
70;3;40750;I32;;DCWH;;1.0;0.0;Wh;4
71;3;40752;U32;;Tms;;1.0;0.0;Secs;4
72;3;40754;I16;;Tmp;;1.0;0.0;C;4
73;3;40755;U16;;DCSt;;1.0;0.0;;4
74;3;40756;U32;;DCEvt;;1.0;0.0;;4
75;3;40758;U16;;ID;;1.0;0.0;;4
76;3;40759_8;STRING;;IDStr;;1.0;0.0;;4
77;3;40767;U16;;DCA;;0.01;0.0;A;4
78;3;40768;U16;;DCV;;0.1;0.0;V;4
79;3;40769;U16;;DCW;;1.0;0.0;W;4
80;3;40770;I32;;DCWH;;1.0;0.0;Wh;4
81;3;40772;U32;;Tms;;1.0;0.0;Secs;4
82;3;40774;I16;;Tmp;;1.0;0.0;C;4
83;3;40775;U16;;DCSt;;1.0;0.0;;4
84;3;40776;U32;;DCEvt;;1.0;0.0;;4
